V0,V-1,V-2,V-3,I0,ID0,dd-1,dd-2,dd-3,dv-1,dv-2,dv-3,dID-1,dID-2,dID-3,tag
-1.4547,-1.5812,-1.4547,-1.518,11.526,306.16,-0.021761,0.0049134,0.0092036,0.00063249,-0.001265,0.00012908,-0.1017,0.0025423,0.048463,8
-1.3282,-1.4547,-1.5812,-1.4547,11.659,309.7,0.034072,-0.021761,0.0049134,0.001265,0.00063249,-0.001265,0.035447,-0.1017,0.0025423,8
-1.4547,-1.3282,-1.4547,-1.5812,11.684,301.23,-0.0026138,0.034072,-0.021761,-0.00032435,0.001265,0.00063249,-0.02174,0.035447,-0.1017,8
-1.3915,-1.4547,-1.3282,-1.4547,11.876,306.18,-0.010901,-0.0026138,0.034072,0.00063249,-0.00032435,0.001265,0.049579,-0.02174,0.035447,8
-1.7077,-1.3915,-1.4547,-1.3282,11.551,288.77,0.0046698,-0.010901,-0.0026138,-0.0010541,0.00063249,-0.00032435,-0.058053,0.049579,-0.02174,8
-1.3915,-1.7077,-1.3915,-1.4547,11.895,297.38,0.013937,0.0046698,-0.010901,0.0015812,-0.0010541,0.00063249,0.043077,-0.058053,0.049579,8
-1.4547,-1.3915,-1.7077,-1.3915,11.78,294.49,-0.08467,0.013937,0.0046698,-0.00063249,0.0015812,-0.0010541,-0.02891,0.043077,-0.058053,8
-1.518,-1.4547,-1.3915,-1.7077,11.597,289.93,-0.0074823,-0.08467,0.013937,-0.00063249,-0.00063249,0.0015812,-0.04559,-0.02891,0.043077,8
-1.518,-1.518,-1.4547,-1.3915,12.505,302.85,0.011893,-0.0074823,-0.08467,0,-0.00063249,-0.00063249,0.033114,-0.04559,-0.02891,8
-2.277,-1.9607,-1.9607,-2.2137,11.798,322.6,-0.02039,0.02528,-0.015668,-0.0015812,0,0.0013316,-0.084112,0.049349,0.11789,8
-2.024,-2.277,-1.9607,-1.9607,11.431,303.63,0.011856,-0.02039,0.02528,0.00064871,-0.0015812,0,-0.048652,-0.084112,0.049349,8
-2.0872,-2.024,-2.277,-1.9607,11.565,289.13,0.0017281,0.011856,-0.02039,-0.00015812,0.00064871,-0.0015812,-0.036227,-0.048652,-0.084112,8
-2.1505,-2.0872,-2.024,-2.277,11.885,297.11,-0.04415,0.0017281,0.011856,-0.00063248,-0.00015812,0.00064871,0.079788,-0.036227,-0.048652,8
-2.2137,-2.1505,-2.0872,-2.024,11.833,295.81,-0.052305,-0.04415,0.0017281,-0.00070277,-0.00063248,-0.00015812,-0.014439,0.079788,-0.036227,8
-1.9607,-2.2137,-2.1505,-2.0872,12.105,302.63,0.064835,-0.052305,-0.04415,0.0023,-0.00070277,-0.00063248,0.061937,-0.014439,0.079788,8
-1.9607,-1.9607,-2.2137,-2.1505,11.65,282.15,0.027998,0.064835,-0.052305,0,0.0023,-0.00070277,-0.22754,0.061937,-0.014439,8
-1.8975,-1.9607,-1.9607,-2.2137,11.607,272.04,0.00036962,0.027998,0.064835,0.00015812,0,0.0023,-0.025278,-0.22754,0.061937,8
-2.024,-1.8975,-1.9607,-1.9607,11.865,278.1,-0.03351,0.00036962,0.027998,-0.001265,0.00015812,0,0.060576,-0.025278,-0.22754,8
-2.024,-2.024,-1.8975,-1.9607,12.017,281.66,-0.026198,-0.03351,0.00036962,0,-0.001265,0.00015812,0.035646,0.060576,-0.025278,8
-2.1505,-2.024,-2.024,-1.8975,11.451,259.43,0.042221,-0.026198,-0.03351,-0.0014055,0,-0.001265,-0.24701,0.035646,0.060576,8
-1.8975,-2.1505,-2.024,-2.024,11.773,266.74,0.003818,0.042221,-0.026198,0.001265,-0.0014055,0,0.03656,-0.24701,0.035646,8
-2.0872,-1.8975,-2.1505,-2.024,11.592,253.57,0.0023957,0.003818,0.042221,-0.00063249,0.001265,-0.0014055,-0.043888,0.03656,-0.24701,8
-1.8975,-2.0872,-1.8975,-2.1505,11.721,256.41,-0.030752,0.0023957,0.003818,0.00099867,-0.00063249,0.001265,0.014911,-0.043888,0.03656,8
-2.0872,-1.8975,-2.0872,-1.8975,11.642,245.58,0.040886,-0.030752,0.0023957,-0.00094874,0.00099867,-0.00063249,-0.05414,0.014911,-0.043888,8
-2.1505,-2.0872,-1.8975,-2.0872,11.891,250.83,-0.028967,0.040886,-0.030752,-0.00063248,-0.00094874,0.00099867,0.052506,-0.05414,0.014911,8
-1.9607,-2.1505,-2.0872,-1.8975,11.353,230.6,0.0013887,-0.028967,0.040886,0.0018975,-0.00063248,-0.00094874,-0.20226,0.052506,-0.05414,8
-2.0872,-1.9607,-2.1505,-2.0872,11.655,236.74,0.013082,0.0013887,-0.028967,-0.00042166,0.0018975,-0.00063248,0.020461,-0.20226,0.052506,8
-1.8342,-2.0872,-1.9607,-2.1505,12.242,239.11,-0.038808,0.013082,0.0013887,0.0013316,-0.00042166,0.0018975,0.012466,0.020461,-0.20226,8
-1.8975,-1.8342,-2.0872,-1.9607,11.75,229.5,0.018663,-0.038808,0.013082,-0.00063249,0.0013316,-0.00042166,-0.096139,0.012466,0.020461,8
-1.8342,-1.8975,-1.8342,-2.0872,11.798,230.42,0.021245,0.018663,-0.038808,0.00063249,-0.00063249,0.0013316,0.0092673,-0.096139,0.012466,8
-1.771,-1.8342,-1.8975,-1.8342,12.374,232.02,-0.0079445,0.021245,0.018663,0.00021083,0.00063249,-0.00063249,0.0053254,0.0092673,-0.096139,8
-1.771,-1.771,-1.8342,-1.8975,12.33,221.55,0.013244,-0.0079445,0.021245,0,0.00021083,0.00063249,-0.017754,0.0053254,0.0092673,8
-1.8975,-1.771,-1.771,-1.8342,11.957,205.51,-0.049987,0.013244,-0.0079445,-0.001265,0,0.00021083,-0.1604,-0.017754,0.0053254,8
-2.0872,-1.8975,-1.771,-1.771,12.073,207.5,0.02705,-0.049987,0.013244,-0.0018975,-0.001265,0,0.019984,-0.1604,-0.017754,8
-1.9607,-2.0872,-1.8975,-1.771,12.212,200.35,-0.0071448,0.02705,-0.049987,0.00032352,-0.0018975,-0.001265,-0.018306,0.019984,-0.1604,8
-1.771,-1.9607,-2.0872,-1.8975,11.607,190.43,0.020816,-0.0071448,0.02705,0.00063249,0.00032352,-0.0018975,-0.03306,-0.018306,0.019984,8
-1.8342,-1.771,-1.9607,-2.0872,12.284,191.94,-0.083283,0.020816,-0.0071448,-0.00070277,0.00063249,0.00032352,0.016743,-0.03306,-0.018306,8
-1.9607,-1.8342,-1.771,-1.9607,11.69,182.65,0.021992,-0.083283,0.020816,-0.001265,-0.00070277,0.00063249,-0.092838,0.016743,-0.03306,8
-2.0872,-1.9607,-1.8342,-1.771,12.233,191.14,0.031294,0.021992,-0.083283,-0.001265,-0.001265,-0.00070277,0.084857,-0.092838,0.016743,8
-1.8342,-2.0872,-1.9607,-1.8342,12.235,181.61,-0.024591,0.031294,0.021992,0.001265,-0.001265,-0.001265,-0.047634,0.084857,-0.092838,8
-1.771,-1.8342,-2.0872,-1.9607,12.041,169.33,0.010029,-0.024591,0.031294,0.00012908,0.001265,-0.001265,-0.025069,-0.047634,0.084857,8
-1.8975,-1.771,-1.8342,-2.0872,12.746,169.29,-0.01479,0.010029,-0.024591,-0.000253,0.00012908,0.001265,-8.3094E-05,-0.025069,-0.047634,8
-1.8342,-1.8975,-1.771,-1.8342,12.557,147.15,-0.0008134,-0.01479,0.010029,0.00012908,-0.000253,0.00012908,-0.045177,-8.3094E-05,-0.025069,8
-1.8975,-1.8342,-1.8975,-1.771,13.345,156.39,0.039101,-0.0008134,-0.01479,-0.00063249,0.00012908,-0.000253,0.092382,-0.045177,-8.3094E-05,8
-2.024,-1.8975,-1.8342,-1.8975,12.884,150.98,-0.015246,0.039101,-0.0008134,-0.001265,-0.00063249,0.00012908,-0.054085,0.092382,-0.045177,8
-2.2137,-2.024,-1.8975,-1.8342,12.446,145.86,0.053281,-0.015246,0.039101,-0.0018975,-0.001265,-0.00063249,-0.051228,-0.054085,0.092382,8
-1.8342,-2.2137,-2.024,-1.8975,12.851,140.56,-0.01424,0.053281,-0.015246,0.0019973,-0.0018975,-0.001265,-0.027873,-0.051228,-0.054085,8
-1.8342,-1.8342,-2.2137,-2.024,12.974,131.77,-0.012331,-0.01424,0.053281,0,0.0019973,-0.0018975,-0.021969,-0.027873,-0.051228,8
-1.8342,-1.8342,-1.8342,-2.2137,12.927,131.29,0.0064778,-0.012331,-0.01424,0,0,0.0019973,-0.0048508,-0.021969,-0.027873,8
-1.8342,-1.8342,-1.8342,-1.8342,13.176,133.82,0.01976,0.0064778,-0.012331,0,0,0,0.025301,-0.0048508,-0.021969,8
-1.771,-1.8342,-1.8342,-1.8342,13.341,125.07,-0.00073681,0.01976,0.0064778,0.0002181,0,0,-0.030159,0.025301,-0.0048508,8
-1.8342,-1.771,-1.8342,-1.8342,13.333,124.99,0.0064595,-0.00073681,0.01976,-0.00063249,0.0002181,0,-0.0007708,-0.030159,0.025301,8
-1.8975,-1.8342,-1.771,-1.8342,12.76,109.65,-0.0096466,0.0064595,-0.00073681,-0.00063249,-0.00063249,0.0002181,-0.15341,-0.0007708,-0.030159,8
-1.9607,-1.8975,-1.8342,-1.771,13.066,112.28,-0.011037,-0.0096466,0.0064595,-0.00063249,-0.00063249,-0.00063249,0.026297,-0.15341,-0.0007708,8
-1.8342,-1.9607,-1.8975,-1.8342,13.676,106.84,0.0011342,-0.011037,-0.0096466,0.00032435,-0.00063249,-0.00063249,-0.013944,0.026297,-0.15341,8
-2.024,-1.8342,-1.9607,-1.8975,13.628,106.47,-0.053396,0.0011342,-0.011037,-0.0018975,0.00032435,-0.00063249,-0.0037991,-0.013944,0.026297,8
-1.771,-2.024,-1.8342,-1.9607,13.228,93.01,0.024298,-0.053396,0.0011342,0.001265,-0.0018975,0.00032435,-0.067278,-0.0037991,-0.013944,8
-1.8342,-1.771,-2.024,-1.8342,13.377,94.057,0.0011942,0.024298,-0.053396,-0.00063249,0.001265,-0.0018975,0.01048,-0.067278,-0.0037991,8
-1.8975,-1.8342,-1.771,-2.024,12.819,90.133,-0.037762,0.0011942,0.024298,-0.00063249,-0.00063249,0.001265,-0.039243,0.01048,-0.067278,8
-1.771,-1.8975,-1.8342,-1.771,13.54,84.625,0.011421,-0.037762,0.0011942,0.0004362,-0.00063249,-0.00063249,-0.018994,-0.039243,0.01048,8
-1.771,-1.771,-1.8975,-1.8342,13.557,84.729,-0.0014817,0.011421,-0.037762,0,0.0004362,-0.00063249,0.0010358,-0.018994,-0.039243,8
-1.8342,-1.771,-1.771,-1.8975,13.374,83.588,-0.021187,-0.0014817,0.011421,-0.00063249,0,0.0004362,-0.011401,0.0010358,-0.018994,8
-1.6445,-1.8342,-1.771,-1.771,12.997,71.079,0.013448,-0.021187,-0.0014817,0.00063249,-0.00063249,0,-0.041699,-0.011401,0.0010358,8
-1.771,-1.6445,-1.8342,-1.771,13.359,73.055,-0.016817,0.013448,-0.021187,-0.0014055,0.00063249,-0.00063249,0.021957,-0.041699,-0.011401,8
-1.8342,-1.771,-1.6445,-1.8342,13.369,73.114,0.00033177,-0.016817,0.013448,-0.00063249,-0.0014055,0.00063249,0.00058743,0.021957,-0.041699,8
-1.8342,-1.8342,-1.771,-1.6445,13.133,61.562,-0.033844,0.00033177,-0.016817,0,-0.00063249,-0.0014055,-0.057757,0.00058743,0.021957,8
-1.771,-1.8342,-1.8342,-1.771,12.948,60.693,-0.027006,-0.033844,0.00033177,0.00063249,0,-0.00063249,-0.0086905,-0.057757,0.00058743,8
-1.5812,-1.771,-1.8342,-1.8342,14.255,55.684,0.016073,-0.027006,-0.033844,0.00038724,0.00063249,0,-0.010223,-0.0086905,-0.057757,8
-1.518,-1.5812,-1.771,-1.8342,13.223,30.99,-1.6255E-05,0.016073,-0.027006,1.5468E-06,0.00038724,0.00063249,-0.0006039,-0.010223,-0.0086905,8
-1.3282,-1.518,-1.5812,-1.771,10.981,17.158,-0.0031617,-1.6255E-05,0.016073,0.00038724,1.5468E-06,0.00038724,-0.02823,-0.0006039,-0.010223,8
-1.4547,-1.3915,-1.265,-1.265,11.434,375.19,-0.0074,-0.001702,0.00052945,-0.00063249,-0.00042166,0,0.090968,-0.036825,0.02403,5
-1.4547,-1.4547,-1.3915,-1.265,10.819,355,0.034349,-0.0074,-0.001702,0,-0.00063249,-0.00042166,-0.20188,0.090968,-0.036825,5
-1.4547,-1.4547,-1.4547,-1.3915,11.392,364.91,-0.014291,0.034349,-0.0074,0,0,-0.00063249,0.052174,-0.20188,0.090968,5
-1.4547,-1.4547,-1.4547,-1.4547,12.319,394.59,-0.007447,-0.014291,0.034349,0,0,0,0.2968,0.052174,-0.20188,5
-1.518,-1.4547,-1.4547,-1.4547,12.118,388.16,-0.0036148,-0.007447,-0.014291,-0.00063249,0,0,-0.064352,0.2968,0.052174,5
-1.518,-1.518,-1.4547,-1.4547,11.976,383.61,0.0038568,-0.0036148,-0.007447,0,-0.00063249,0,-0.045426,-0.064352,0.2968,5
-1.518,-1.518,-1.518,-1.4547,12.1,378.13,-0.0054874,0.0038568,-0.0036148,0,0,-0.00063249,-0.054802,-0.045426,-0.064352,5
-1.5812,-1.518,-1.518,-1.518,12.06,376.89,0.0060227,-0.0054874,0.0038568,-0.00063249,0,0,-0.012447,-0.054802,-0.045426,5
-1.4547,-1.5812,-1.518,-1.518,11.157,348.65,0.00042511,0.0060227,-0.0054874,0.00066578,-0.00063249,0,-0.14861,-0.012447,-0.054802,5
-1.518,-1.4547,-1.5812,-1.518,11.375,355.48,-0.0055507,0.00042511,0.0060227,-0.00063249,0.00066578,-0.00063249,0.068314,-0.14861,-0.012447,5
-1.518,-1.518,-1.4547,-1.5812,10.892,340.39,0.0040356,-0.0055507,0.00042511,0,-0.00063249,0.00066578,-0.15095,0.068314,-0.14861,5
-1.6445,-1.518,-1.518,-1.4547,11.432,357.26,0.0078044,0.0040356,-0.0055507,-0.00063249,0,-0.00063249,0.084371,-0.15095,0.068314,5
-1.6445,-1.6445,-1.518,-1.518,11.723,357.19,-0.0038806,0.0078044,0.0040356,0,-0.00063249,0,-0.00068858,0.084371,-0.15095,5
-1.7077,-1.6445,-1.6445,-1.518,11.169,340.29,0.022718,-0.0038806,0.0078044,-0.00063249,0,-0.00063249,-0.16901,-0.00068858,0.084371,5
-1.7077,-1.7077,-1.6445,-1.6445,11.786,359.1,-0.021317,0.022718,-0.0038806,0,-0.00063249,0,0.20894,-0.16901,-0.00068858,5
-1.7077,-1.7077,-1.7077,-1.6445,11.475,340.66,-0.018692,-0.021317,0.022718,0,0,-0.00063249,-0.18437,0.20894,-0.16901,5
-1.771,-1.7077,-1.7077,-1.7077,11.683,346.85,0.004596,-0.018692,-0.021317,-0.00063249,0,0,0.061914,-0.18437,0.20894,5
-1.7077,-1.771,-1.7077,-1.7077,11.57,348,0.016027,0.004596,-0.018692,0.00063249,-0.00063249,0,0.011438,0.061914,-0.18437,5
-1.771,-1.7077,-1.771,-1.7077,11.892,353.05,-0.01651,0.016027,0.004596,-0.00063249,0.00063249,-0.00063249,0.050545,0.011438,0.061914,5
-1.8342,-1.771,-1.7077,-1.771,11.839,351.47,0.01929,-0.01651,0.016027,-0.00063249,-0.00063249,0.00063249,-0.015818,0.050545,0.011438,5
-1.8342,-1.8342,-1.771,-1.7077,11.701,338.24,-0.0031554,0.01929,-0.01651,0,-0.00063249,-0.00063249,-0.13229,-0.015818,0.050545,5
-1.8975,-1.8342,-1.8342,-1.771,11.071,320.03,-0.018048,-0.0031554,0.01929,-0.00033289,0,-0.00063249,-0.095856,-0.13229,-0.015818,5
-1.8975,-1.8975,-1.8342,-1.8342,11.479,331.8,0.02074,-0.018048,-0.0031554,0,-0.00033289,0,0.11776,-0.095856,-0.13229,5
-1.9607,-1.8975,-1.8975,-1.8342,11.219,315.52,0.0051926,0.02074,-0.018048,-0.00063249,0,-0.00033289,-0.16278,0.11776,-0.095856,5
-1.9607,-1.9607,-1.8975,-1.8975,11.925,335.39,-0.0065617,0.0051926,0.02074,0,-0.00063249,0,0.19862,-0.16278,0.11776,5
-2.024,-1.9607,-1.9607,-1.8975,11.644,327.49,0.013366,-0.0065617,0.0051926,-0.00062623,0,-0.00063249,-0.078149,0.19862,-0.16278,5
-2.024,-2.024,-1.9607,-1.9607,11.182,305.75,-0.0036151,0.013366,-0.0065617,0,-0.00062623,0,-0.21961,-0.078149,0.19862,5
-2.1505,-2.024,-2.024,-1.9607,11.058,302.36,-0.00070597,-0.0036151,0.013366,-0.00066229,0,-0.00062623,-0.017736,-0.21961,-0.078149,5
-2.277,-2.1505,-2.024,-2.024,11.309,300.39,-0.0076921,-0.00070597,-0.0036151,-0.00063249,-0.00066229,0,-0.0098838,-0.017736,-0.21961,5
-2.4035,-2.277,-2.1505,-2.024,10.998,292.13,0.025381,-0.0076921,-0.00070597,-0.001265,-0.00063249,-0.00066229,-0.082563,-0.0098838,-0.017736,5
-2.4667,-2.4035,-2.277,-2.1505,11.843,314.59,-0.025965,0.025381,-0.0076921,-0.00063249,-0.001265,-0.00063249,0.22456,-0.082563,-0.0098838,5
-2.4667,-2.4667,-2.4035,-2.277,11.923,316.7,-0.010604,-0.025965,0.025381,0,-0.00063249,-0.001265,0.021149,0.22456,-0.082563,5
-2.5932,-2.4667,-2.4667,-2.4035,11.214,297.86,-0.0084915,-0.010604,-0.025965,-0.001265,0,-0.00063249,-0.18838,0.021149,0.22456,5
-2.5932,-2.5932,-2.4667,-2.4667,11.696,301.55,0.063049,-0.0084915,-0.010604,0,-0.001265,0,0.03681,-0.18838,0.021149,5
-2.6565,-2.5932,-2.5932,-2.4667,11.834,305.08,-0.02488,0.063049,-0.0084915,-0.00070277,0,-0.001265,0.039325,0.03681,-0.18838,5
-2.7197,-2.6565,-2.5932,-2.5932,11.326,283.14,-0.025672,-0.02488,0.063049,-0.00063248,-0.00070277,0,-0.21946,0.039325,0.03681,5
-2.783,-2.7197,-2.6565,-2.5932,11.903,297.59,0.019477,-0.025672,-0.02488,-0.00031624,-0.00063248,-0.00070277,0.072241,-0.21946,0.039325,5
-2.9094,-2.783,-2.7197,-2.6565,12.172,294.8,-0.020988,0.019477,-0.025672,-0.001265,-0.00031624,-0.00063248,-0.027842,0.072241,-0.21946,5
-2.9094,-2.9094,-2.783,-2.7197,11.933,279.68,-0.018816,-0.020988,0.019477,0,-0.001265,-0.00031624,-0.1512,-0.027842,0.072241,5
-2.9727,-2.9094,-2.9094,-2.783,12.617,295.72,0.01753,-0.018816,-0.020988,-0.00070277,0,-0.001265,0.17818,-0.1512,-0.027842,5
-3.0359,-2.9727,-2.9094,-2.9094,12.466,292.18,-0.0095536,0.01753,-0.018816,-0.00063249,-0.00070277,0,-0.03538,0.17818,-0.1512,5
-3.0992,-3.0359,-2.9727,-2.9094,12.334,279.44,0.0068606,-0.0095536,0.01753,-0.00063249,-0.00063249,-0.00070277,-0.12735,-0.03538,0.17818,5
-3.1624,-3.0992,-3.0359,-2.9727,12.569,284.76,0.0069971,0.0068606,-0.0095536,-0.00063248,-0.00063249,-0.00063249,0.053119,-0.12735,-0.03538,5
-3.2257,-3.1624,-3.0992,-3.0359,12.049,272.97,-0.0083783,0.0069971,0.0068606,-0.00063249,-0.00063248,-0.00063249,-0.11782,0.053119,-0.12735,5
-3.2889,-3.2257,-3.1624,-3.0992,11.897,269.53,0.00039918,-0.0083783,0.0069971,-0.00063249,-0.00063249,-0.00063248,-0.034422,-0.11782,0.053119,5
-3.2889,-3.2889,-3.2257,-3.1624,11.648,263.9,0.0049029,0.00039918,-0.0083783,0,-0.00063249,-0.00063249,-0.056351,-0.034422,-0.11782,5
-3.3522,-3.2889,-3.2889,-3.2257,11.594,244.56,-0.014088,0.0049029,0.00039918,-0.00063249,0,-0.00063249,-0.19335,-0.056351,-0.034422,5
-3.4154,-3.3522,-3.2889,-3.2889,11.77,248.27,0.018538,-0.014088,0.0049029,-0.00063249,-0.00063249,0,0.037053,-0.19335,-0.056351,5
-3.4787,-3.4154,-3.3522,-3.2889,11.586,244.39,-0.0035012,0.018538,-0.014088,-0.00070277,-0.00063249,-0.00063249,-0.043128,0.037053,-0.19335,5
-3.5419,-3.4787,-3.4154,-3.3522,12.115,246.08,0.0066297,-0.0035012,0.018538,-0.00031624,-0.00070277,-0.00063249,0.0084521,-0.043128,0.037053,5
-3.5419,-3.5419,-3.4787,-3.4154,11.991,234.2,0.0053262,0.0066297,-0.0035012,0,-0.00031624,-0.00070277,-0.11872,0.0084521,-0.043128,5
-3.6052,-3.5419,-3.5419,-3.4787,12.052,235.4,-0.022942,0.0053262,0.0066297,-0.00063249,0,-0.00031624,0.011916,-0.11872,0.0084521,5
-3.6684,-3.6052,-3.5419,-3.5419,11.818,230.82,-0.00073934,-0.022942,0.0053262,-0.00063249,-0.00063249,0,-0.045742,0.011916,-0.11872,5
-3.6684,-3.6684,-3.6052,-3.5419,11.829,221.8,0.0065214,-0.00073934,-0.022942,0,-0.00063249,-0.00063249,-0.10028,-0.045742,0.011916,5
-3.6684,-3.6684,-3.6684,-3.6052,11.815,212.29,0.0066577,0.0065214,-0.00073934,0,0,-0.00063249,-0.095019,-0.10028,-0.045742,5
-3.6684,-3.6684,-3.6684,-3.6684,11.596,208.36,-0.00036241,0.0066577,0.0065214,0,0,0,-0.039328,-0.095019,-0.10028,5
-3.6684,-3.6684,-3.6684,-3.6684,11.326,194.66,-0.029173,-0.00036241,0.0066577,0,0,0,-0.13697,-0.039328,-0.095019,5
-3.7317,-3.6684,-3.6684,-3.6684,12.128,208.45,0.014037,-0.029173,-0.00036241,-0.00031624,0,0,0.068924,-0.13697,-0.039328,5
-3.7317,-3.7317,-3.6684,-3.6684,12.336,202.38,0.0044606,0.014037,-0.029173,0,-0.00031624,0,-0.060682,0.068924,-0.13697,5
-3.7949,-3.7317,-3.7317,-3.6684,11.72,192.28,0.010927,0.0044606,0.014037,-0.00063249,0,-0.00031624,-0.10099,-0.060682,0.068924,5
-3.7949,-3.7949,-3.7317,-3.7317,11.832,184.87,-0.018647,0.010927,0.0044606,0,-0.00063249,0,-0.074076,-0.10099,-0.060682,5
-3.7949,-3.7949,-3.7949,-3.7317,11.3,185.38,0.0076115,-0.018647,0.010927,0,0,-0.00063249,0.0056566,-0.074076,-0.10099,5
-3.8582,-3.7949,-3.7949,-3.7949,12.195,171.49,0.0062311,0.0076115,-0.018647,-0.00031624,0,0,-0.069454,0.0056566,-0.074076,5
-3.9214,-3.8582,-3.7949,-3.7949,11.482,161.47,-0.030056,0.0062311,0.0076115,-0.00063248,-0.00031624,0,-0.10024,-0.069454,0.0056566,5
-3.9214,-3.9214,-3.8582,-3.7949,11.642,163.71,0.012713,-0.030056,0.0062311,0,-0.00063248,-0.00031624,0.022448,-0.10024,-0.069454,5
-3.8582,-3.9214,-3.9214,-3.8582,11.611,154.21,0.015859,0.012713,-0.030056,0.00063248,0,-0.00063248,-0.095043,0.022448,-0.10024,5
-3.8582,-3.8582,-3.9214,-3.9214,11.861,157.53,0.012734,0.015859,0.012713,0,0.00063248,0,0.033195,-0.095043,0.022448,5
-3.8582,-3.8582,-3.8582,-3.9214,11.618,145.23,0.035001,0.012734,0.015859,0,0,0.00063248,-0.12304,0.033195,-0.095043,5
-3.8582,-3.8582,-3.8582,-3.8582,12.081,141.57,-0.064735,0.035001,0.012734,0,0,0,-0.040586,-0.12304,0.033195,5
-3.8582,-3.8582,-3.8582,-3.8582,11.874,139.15,0.029031,-0.064735,0.035001,0,0,0,-0.024193,-0.040586,-0.12304,5
-3.8582,-3.8582,-3.8582,-3.8582,11.475,125.51,-0.034229,0.029031,-0.064735,0,0,0,-0.1364,-0.024193,-0.040586,5
-3.7949,-3.8582,-3.8582,-3.8582,11.978,131.01,0.024218,-0.034229,0.029031,0.00031624,0,0,0.027469,-0.1364,-0.024193,5
-3.8582,-3.7949,-3.8582,-3.8582,11.071,112.44,-0.042222,0.024218,-0.034229,-0.00063249,0.00031624,0,-0.18564,0.027469,-0.1364,5
-3.7317,-3.8582,-3.7949,-3.8582,11.378,106.67,0.017885,-0.042222,0.024218,0.00032435,-0.00063249,0.00031624,-0.014798,-0.18564,0.027469,5
-3.7317,-3.7317,-3.8582,-3.7949,10.664,91.641,0.028956,0.017885,-0.042222,0,0.00032435,-0.00063249,-0.15031,-0.014798,-0.18564,5
-3.6684,-3.7317,-3.7317,-3.8582,10.396,89.341,-0.01691,0.028956,0.017885,0.00031624,0,0.00032435,-0.011501,-0.15031,-0.014798,5
